trabajador,dia,turno,disposicion
T004,11,Tarde,8
T004,11,Noche,0
T004,12,Mañana,1
T004,12,Tarde,7
T004,12,Noche,5
T004,13,Mañana,3
T004,13,Tarde,8
T004,13,Noche,6
T004,14,Mañana,10
T004,14,Tarde,9
T004,14,Noche,2
T004,15,Mañana,9
T004,15,Tarde,4
T004,15,Noche,8
T004,16,Mañana,9
T004,16,Tarde,9
T004,16,Noche,4
T004,17,Mañana,2
T004,17,Tarde,7
T004,17,Noche,5
T004,18,Mañana,0
T004,18,Tarde,0
T004,18,Noche,3
T004,19,Mañana,1
T004,19,Tarde,6
T004,19,Noche,5
T004,20,Mañana,1
T004,20,Tarde,5
T004,20,Noche,5
T004,21,Mañana,0
T004,21,Tarde,7
T004,21,Noche,9
T004,22,Mañana,1
T004,22,Tarde,7
T004,22,Noche,0
T004,23,Mañana,2
T004,23,Tarde,0
T004,23,Noche,6
T004,24,Mañana,0
T004,24,Tarde,8
T004,24,Noche,10
T004,25,Mañana,9
T004,25,Tarde,5
T004,25,Noche,6
T005,1,Mañana,6
T005,1,Tarde,0
T005,1,Noche,2
T005,2,Mañana,10
T005,2,Tarde,10
T005,2,Noche,4
T005,3,Mañana,9
T005,3,Tarde,3
T005,3,Noche,5
T005,4,Mañana,0
T005,4,Tarde,1
T005,4,Noche,7
T005,5,Mañana,4
T005,5,Tarde,1
T005,5,Noche,5
T005,6,Mañana,0
T005,6,Tarde,10
T005,6,Noche,2
T005,7,Mañana,0
T005,7,Tarde,6
T005,7,Noche,5
T005,8,Mañana,5
T005,8,Tarde,1
T005,8,Noche,7
T005,9,Mañana,7
T005,9,Tarde,5
T005,9,Noche,8
T005,10,Mañana,5
T005,10,Tarde,0
T005,10,Noche,7
T005,11,Mañana,0
T005,11,Tarde,7
T005,11,Noche,0
T005,12,Mañana,9
T005,12,Tarde,8
T005,12,Noche,7
T005,13,Mañana,10
T005,13,Tarde,8
T005,13,Noche,10
T005,14,Mañana,0
T005,14,Tarde,0
T005,14,Noche,2
T005,15,Mañana,2
T005,15,Tarde,8
T005,15,Noche,4
T005,16,Mañana,0
T005,16,Tarde,6
T005,16,Noche,1
T005,17,Mañana,0
T005,17,Tarde,5
T005,17,Noche,5
T005,18,Mañana,4
T005,18,Tarde,2
T005,18,Noche,8
T005,19,Mañana,0
T005,19,Tarde,2
T005,19,Noche,7
T005,20,Mañana,6
T005,20,Tarde,2
T005,20,Noche,7
T005,21,Mañana,0
T005,21,Tarde,0
T005,21,Noche,0
T005,22,Mañana,4
T005,22,Tarde,8
T005,22,Noche,8
T005,23,Mañana,4
T005,23,Tarde,1
T005,23,Noche,0
T005,24,Mañana,8
T005,24,Tarde,9
T005,24,Noche,1
T005,25,Mañana,2
T005,25,Tarde,9
T005,25,Noche,3
T006,1,Mañana,0
T006,1,Tarde,0
T006,1,Noche,1
T006,2,Mañana,6
T006,2,Tarde,5
T006,2,Noche,1
T006,3,Mañana,0
T006,3,Tarde,8
T006,3,Noche,0
T006,4,Mañana,5
T006,4,Tarde,9
T006,4,Noche,7
T006,5,Mañana,0
T006,5,Tarde,3
T006,5,Noche,9
T006,6,Mañana,1
T006,6,Tarde,1
T006,6,Noche,0
T006,7,Mañana,0
T006,7,Tarde,4
T006,7,Noche,0
T006,8,Mañana,6
T006,8,Tarde,0
T006,8,Noche,4
T006,9,Mañana,9
T006,9,Tarde,1
T006,9,Noche,0
T006,10,Mañana,0
T006,10,Tarde,0
T006,10,Noche,3
T006,11,Mañana,3
T006,11,Tarde,3
T006,11,Noche,6
T006,12,Mañana,3
T006,12,Tarde,9
T006,12,Noche,6
T006,13,Mañana,6
T006,13,Tarde,5
T006,13,Noche,0
T006,14,Mañana,3
T006,14,Tarde,6
T006,14,Noche,10
T006,15,Mañana,6
T006,15,Tarde,4
T006,15,Noche,7
T006,16,Mañana,0
T006,16,Tarde,10
T006,16,Noche,0
T006,17,Mañana,2
T006,17,Tarde,6
T006,17,Noche,7
T006,18,Mañana,7
T006,18,Tarde,0
T006,18,Noche,3
T006,19,Mañana,0
T006,19,Tarde,0
T006,19,Noche,9
T006,20,Mañana,2
T006,20,Tarde,3
T006,20,Noche,10
T006,21,Mañana,7
T006,21,Tarde,2
T006,21,Noche,9
T006,22,Mañana,5
T006,22,Tarde,7
T006,22,Noche,3
T006,23,Mañana,8
T006,23,Tarde,0
T006,23,Noche,2
T006,24,Mañana,6
T006,24,Tarde,7
T006,24,Noche,0
T006,25,Mañana,6
T006,25,Tarde,0
T006,25,Noche,0
T007,1,Mañana,10
T007,1,Tarde,2
T007,1,Noche,6
T007,2,Mañana,3
T007,2,Tarde,0
T007,2,Noche,2
T007,3,Mañana,5
T007,3,Tarde,8
T007,3,Noche,9
T007,4,Mañana,7
T007,4,Tarde,7
T007,4,Noche,8
T007,5,Mañana,0
T007,5,Tarde,0
T007,5,Noche,1
T007,6,Mañana,6
T007,6,Tarde,0
T007,6,Noche,2
T007,7,Mañana,0
T007,7,Tarde,0
T007,7,Noche,7
T007,8,Mañana,7
T007,8,Tarde,3
T007,8,Noche,4
T007,9,Mañana,6
T007,9,Tarde,5
T007,9,Noche,5
T007,10,Mañana,4
T007,10,Tarde,0
T007,10,Noche,5
T007,11,Mañana,2
T007,11,Tarde,9
T007,11,Noche,2
T007,12,Mañana,7
T007,12,Tarde,0
T007,12,Noche,3
T007,13,Mañana,0
T007,13,Tarde,4
T007,13,Noche,7
T007,14,Mañana,10
T007,14,Tarde,3
T007,14,Noche,0
T007,15,Mañana,8
T007,15,Tarde,2
T007,15,Noche,0
T007,16,Mañana,8
T007,16,Tarde,7
T007,16,Noche,6
T007,17,Mañana,0
T007,17,Tarde,7
T007,17,Noche,2
T007,18,Mañana,0
T007,18,Tarde,4
T007,18,Noche,9
T007,19,Mañana,0
T007,19,Tarde,2
T007,19,Noche,0
T007,20,Mañana,5
T007,20,Tarde,0
T007,20,Noche,0
T007,21,Mañana,1
T007,21,Tarde,1
T007,21,Noche,7
T007,22,Mañana,0
T007,22,Tarde,4
T007,22,Noche,0
T007,23,Mañana,0
T007,23,Tarde,0
T007,23,Noche,0
T007,24,Mañana,0
T007,24,Tarde,0
T007,24,Noche,8
T007,25,Mañana,7
T007,25,Tarde,2
T007,25,Noche,9
T008,1,Mañana,5
T008,1,Tarde,8
T008,1,Noche,1
T008,2,Mañana,4
T008,2,Tarde,1
T008,2,Noche,3
T008,3,Mañana,2
T008,3,Tarde,9
T008,3,Noche,0
T008,4,Mañana,0
T008,4,Tarde,7
T008,4,Noche,7
T008,5,Mañana,0
T008,5,Tarde,0
T008,5,Noche,4
T008,6,Mañana,0
T008,6,Tarde,0
T008,6,Noche,7
T008,7,Mañana,0
T008,7,Tarde,6
T008,7,Noche,0
T008,8,Mañana,1
T008,8,Tarde,9
T008,8,Noche,10
T008,9,Mañana,6
T008,9,Tarde,7
T008,9,Noche,7
T008,10,Mañana,9
T008,10,Tarde,4
T008,10,Noche,10
T008,11,Mañana,10
T008,11,Tarde,5
T008,11,Noche,8
T008,12,Mañana,0
T008,12,Tarde,1
T008,12,Noche,10
T008,13,Mañana,9
T008,13,Tarde,10
T008,13,Noche,0
T008,14,Mañana,0
T008,14,Tarde,0
T008,14,Noche,0
T008,15,Mañana,0
T008,15,Tarde,8
T008,15,Noche,2
T008,16,Mañana,0
T008,16,Tarde,0
T008,16,Noche,0
T008,17,Mañana,0
T008,17,Tarde,4
T008,17,Noche,10
T008,18,Mañana,1
T008,18,Tarde,0
T008,18,Noche,8
T008,19,Mañana,3
T008,19,Tarde,0
T008,19,Noche,0
T008,20,Mañana,0
T008,20,Tarde,7
T008,20,Noche,10
T008,21,Mañana,10
T008,21,Tarde,0
T008,21,Noche,5
T008,22,Mañana,5
T008,22,Tarde,0
T008,22,Noche,6
T008,23,Mañana,0
T008,23,Tarde,1
T008,23,Noche,5
T008,24,Mañana,6
T008,24,Tarde,4
T008,24,Noche,3
T008,25,Mañana,1
T008,25,Tarde,7
T008,25,Noche,0
T009,1,Mañana,6
T009,1,Tarde,0
T009,1,Noche,7
T009,2,Mañana,10
T009,2,Tarde,1
T009,2,Noche,9
T009,3,Mañana,0
T009,3,Tarde,1
T009,3,Noche,7
T009,4,Mañana,4
T009,4,Tarde,0
T009,4,Noche,7
T009,5,Mañana,5
T009,5,Tarde,6
T009,5,Noche,0
T009,6,Mañana,0
T009,6,Tarde,2
T009,6,Noche,5
T009,7,Mañana,0
T009,7,Tarde,5
T009,7,Noche,5
T009,8,Mañana,7
T009,8,Tarde,6
T009,8,Noche,4
T009,9,Mañana,6
T009,9,Tarde,3
T009,9,Noche,5
T009,10,Mañana,6
T009,10,Tarde,4
T009,10,Noche,1
T009,11,Mañana,4
T009,11,Tarde,0
T009,11,Noche,2
T009,12,Mañana,4
T009,12,Tarde,6
T009,12,Noche,10
T009,13,Mañana,4
T009,13,Tarde,8
T009,13,Noche,7
T009,14,Mañana,9
T009,14,Tarde,9
T009,14,Noche,10
T009,15,Mañana,1
T009,15,Tarde,0
T009,15,Noche,0
T009,16,Mañana,0
T009,16,Tarde,1
T009,16,Noche,7
T009,17,Mañana,10
T009,17,Tarde,7
T009,17,Noche,0
T009,18,Mañana,9
T009,18,Tarde,2
T009,18,Noche,6
T009,19,Mañana,5
T009,19,Tarde,4
T009,19,Noche,0
T009,20,Mañana,0
T009,20,Tarde,0
T009,20,Noche,1
T009,21,Mañana,4
T009,21,Tarde,7
T009,21,Noche,0
T009,22,Mañana,0
T009,22,Tarde,0
T009,22,Noche,3
T009,23,Mañana,5
T009,23,Tarde,1
T009,23,Noche,0
T009,24,Mañana,2
T009,24,Tarde,0
T009,24,Noche,8
T009,25,Mañana,10
T009,25,Tarde,5
T009,25,Noche,10
T010,1,Mañana,10
T010,1,Tarde,0
T010,1,Noche,0
T010,2,Mañana,1
T010,2,Tarde,3
T010,2,Noche,10
T010,3,Mañana,5
T010,3,Tarde,9
T010,3,Noche,0
T010,4,Mañana,0
T010,4,Tarde,3
T010,4,Noche,1
T010,5,Mañana,0
T010,5,Tarde,6
T010,5,Noche,10
T010,6,Mañana,5
T010,6,Tarde,9
T010,6,Noche,0
T010,7,Mañana,5
T010,7,Tarde,9
T010,7,Noche,8
T010,8,Mañana,9
T010,8,Tarde,6
T010,8,Noche,3
T010,9,Mañana,0
T010,9,Tarde,2
T010,9,Noche,0
T010,10,Mañana,4
T010,10,Tarde,0
T010,10,Noche,0
T010,11,Mañana,1
T010,11,Tarde,0
T010,11,Noche,2
T010,12,Mañana,0
T010,12,Tarde,8
T010,12,Noche,10
T010,13,Mañana,1
T010,13,Tarde,0
T010,13,Noche,0
T010,14,Mañana,0
T010,14,Tarde,10
T010,14,Noche,0
T010,15,Mañana,8
T010,15,Tarde,9
T010,15,Noche,0
T010,16,Mañana,6
T010,16,Tarde,1
T010,16,Noche,3
T010,17,Mañana,0
T010,17,Tarde,4
T010,17,Noche,0
T010,18,Mañana,5
T010,18,Tarde,1
T010,18,Noche,1
T010,19,Mañana,6
T010,19,Tarde,5
T010,19,Noche,9
T010,20,Mañana,1
T010,20,Tarde,7
T010,20,Noche,1
T010,21,Mañana,10
T010,21,Tarde,0
T010,21,Noche,0
T010,22,Mañana,4
T010,22,Tarde,10
T010,22,Noche,5
T010,23,Mañana,9
T010,23,Tarde,7
T010,23,Noche,0
T010,24,Mañana,7
T010,24,Tarde,0
T010,24,Noche,3
T010,25,Mañana,1
T010,25,Tarde,5
T010,25,Noche,0
T011,1,Mañana,3
T011,1,Tarde,9
T011,1,Noche,6
T011,2,Mañana,1
T011,2,Tarde,0
T011,2,Noche,2
T011,3,Mañana,6
T011,3,Tarde,0
T011,3,Noche,0
T011,4,Mañana,0
T011,4,Tarde,3
T011,4,Noche,7
T011,5,Mañana,3
T011,5,Tarde,0
T011,5,Noche,1
T011,6,Mañana,6
T011,6,Tarde,1
T011,6,Noche,9
T011,7,Mañana,4
T011,7,Tarde,1
T011,7,Noche,9
T011,8,Mañana,3
T011,8,Tarde,4
T011,8,Noche,0
T011,9,Mañana,10
T011,9,Tarde,0
T011,9,Noche,0
T011,10,Mañana,0
T011,10,Tarde,7
T011,10,Noche,7
T011,11,Mañana,0
T011,11,Tarde,0
T011,11,Noche,7
T011,12,Mañana,1
T011,12,Tarde,5
T011,12,Noche,0
T011,13,Mañana,5
T011,13,Tarde,6
T011,13,Noche,8
T011,14,Mañana,0
T011,14,Tarde,2
T011,14,Noche,5
T011,15,Mañana,9
T011,15,Tarde,10
T011,15,Noche,0
T011,16,Mañana,6
T011,16,Tarde,4
T011,16,Noche,10
T011,17,Mañana,6
T011,17,Tarde,9
T011,17,Noche,10
T011,18,Mañana,0
T011,18,Tarde,7
T011,18,Noche,7
T011,19,Mañana,2
T011,19,Tarde,8
T011,19,Noche,3
T011,20,Mañana,5
T011,20,Tarde,0
T011,20,Noche,5
T011,21,Mañana,6
T011,21,Tarde,2
T011,21,Noche,0
T011,22,Mañana,9
T011,22,Tarde,0
T011,22,Noche,8
T011,23,Mañana,7
T011,23,Tarde,0
T011,23,Noche,6
T011,24,Mañana,0
T011,24,Tarde,6
T011,24,Noche,0
T011,25,Mañana,0
T011,25,Tarde,5
T011,25,Noche,2
T012,1,Mañana,0
T012,1,Tarde,7
T012,1,Noche,3
T012,2,Mañana,2
T012,2,Tarde,0
T012,2,Noche,3
T012,3,Mañana,8
T012,3,Tarde,8
T012,3,Noche,2
T012,4,Mañana,3
T012,4,Tarde,3
T012,4,Noche,5
T012,5,Mañana,10
T012,5,Tarde,0
T012,5,Noche,6
T012,6,Mañana,1
T012,6,Tarde,10
T012,6,Noche,8
T012,7,Mañana,0
T012,7,Tarde,3
T012,7,Noche,7
T012,8,Mañana,5
T012,8,Tarde,9
T012,8,Noche,1
T012,9,Mañana,2
T012,9,Tarde,9
T012,9,Noche,0
T012,10,Mañana,9
T012,10,Tarde,0
T012,10,Noche,0
T012,11,Mañana,10
T012,11,Tarde,6
T012,11,Noche,0
T012,12,Mañana,6
T012,12,Tarde,0
T012,12,Noche,0
T012,13,Mañana,0
T012,13,Tarde,6
T012,13,Noche,0
T012,14,Mañana,1
T012,14,Tarde,9
T012,14,Noche,1
T012,15,Mañana,0
T012,15,Tarde,1
T012,15,Noche,7
T012,16,Mañana,0
T012,16,Tarde,0
T012,16,Noche,10
T012,17,Mañana,5
T012,17,Tarde,10
T012,17,Noche,9
T012,18,Mañana,0
T012,18,Tarde,2
T012,18,Noche,8
T012,19,Mañana,0
T012,19,Tarde,6
T012,19,Noche,7
T012,20,Mañana,9
T012,20,Tarde,1
T012,20,Noche,0
T012,21,Mañana,8
T012,21,Tarde,1
T012,21,Noche,1
T012,22,Mañana,6
T012,22,Tarde,9
T012,22,Noche,3
T012,23,Mañana,10
T012,23,Tarde,3
T012,23,Noche,7
T012,24,Mañana,7
T012,24,Tarde,7
T012,24,Noche,9
T012,25,Mañana,3
T012,25,Tarde,0
T012,25,Noche,1
T013,1,Mañana,0
T013,1,Tarde,8
T013,1,Noche,8
T013,2,Mañana,0
T013,2,Tarde,0
T013,2,Noche,0
T013,3,Mañana,1
T013,3,Tarde,0
T013,3,Noche,0
T013,4,Mañana,0
T013,4,Tarde,3
T013,4,Noche,1
T013,5,Mañana,10
T013,5,Tarde,2
T013,5,Noche,3
T013,6,Mañana,1
T013,6,Tarde,4
T013,6,Noche,5
T013,7,Mañana,0
T013,7,Tarde,7
T013,7,Noche,0
T013,8,Mañana,3
T013,8,Tarde,0
T013,8,Noche,5
T013,9,Mañana,0
T013,9,Tarde,2
T013,9,Noche,0
T013,10,Mañana,4
T013,10,Tarde,2
T013,10,Noche,0
T013,11,Mañana,4
T013,11,Tarde,10
T013,11,Noche,9
T013,12,Mañana,0
T013,12,Tarde,0
T013,12,Noche,2
T013,13,Mañana,3
T013,13,Tarde,0
T013,13,Noche,0
T013,14,Mañana,10
T013,14,Tarde,1
T013,14,Noche,1
T013,15,Mañana,0
T013,15,Tarde,0
T013,15,Noche,6
T013,16,Mañana,6
T013,16,Tarde,2
T013,16,Noche,8
T013,17,Mañana,9
T013,17,Tarde,3
T013,17,Noche,8
T013,18,Mañana,10
T013,18,Tarde,9
T013,18,Noche,0
T013,19,Mañana,4
T013,19,Tarde,7
T013,19,Noche,9
T013,20,Mañana,0
T013,20,Tarde,0
T013,20,Noche,7
T013,21,Mañana,9
T013,21,Tarde,5
T013,21,Noche,9
T013,22,Mañana,0
T013,22,Tarde,5
T013,22,Noche,4
T013,23,Mañana,6
T013,23,Tarde,7
T013,23,Noche,5
T013,24,Mañana,4
T013,24,Tarde,0
T013,24,Noche,0
T013,25,Mañana,0
T013,25,Tarde,2
T013,25,Noche,6
T014,1,Mañana,8
T014,1,Tarde,0
T014,1,Noche,0
T014,2,Mañana,0
T014,2,Tarde,1
T014,2,Noche,9
T014,3,Mañana,0
T014,3,Tarde,3
T014,3,Noche,8
T014,4,Mañana,4
T014,4,Tarde,0
T014,4,Noche,9
T014,5,Mañana,3
T014,5,Tarde,5
T014,5,Noche,6
T014,6,Mañana,7
T014,6,Tarde,5
T014,6,Noche,8
T014,7,Mañana,2
T014,7,Tarde,7
T014,7,Noche,0
T014,8,Mañana,3
T014,8,Tarde,10
T014,8,Noche,6
T014,9,Mañana,0
T014,9,Tarde,3
T014,9,Noche,8
T014,10,Mañana,3
T014,10,Tarde,0
T014,10,Noche,10
T014,11,Mañana,7
T014,11,Tarde,0
T014,11,Noche,7
T014,12,Mañana,10
T014,12,Tarde,0
T014,12,Noche,0
T014,13,Mañana,4
T014,13,Tarde,10
T014,13,Noche,7
T014,14,Mañana,4
T014,14,Tarde,0
T014,14,Noche,10
T014,15,Mañana,5
T014,15,Tarde,0
T014,15,Noche,3
T014,16,Mañana,6
T014,16,Tarde,0
T014,16,Noche,5
T014,17,Mañana,0
T014,17,Tarde,8
T014,17,Noche,0
T014,18,Mañana,1
T014,18,Tarde,0
T014,18,Noche,10
T014,19,Mañana,5
T014,19,Tarde,10
T014,19,Noche,8
T014,20,Mañana,0
T014,20,Tarde,6
T014,20,Noche,10
T014,21,Mañana,8
T014,21,Tarde,9
T014,21,Noche,5
T014,22,Mañana,0
T014,22,Tarde,2
T014,22,Noche,5
T014,23,Mañana,0
T014,23,Tarde,1
T014,23,Noche,10
T014,24,Mañana,10
T014,24,Tarde,9
T014,24,Noche,9
T014,25,Mañana,0
T014,25,Tarde,0
T014,25,Noche,8
T015,1,Mañana,7
T015,1,Tarde,4
T015,1,Noche,8
T015,2,Mañana,0
T015,2,Tarde,5
T015,2,Noche,10
T015,3,Mañana,4
T015,3,Tarde,10
T015,3,Noche,4
T015,4,Mañana,1
T015,4,Tarde,3
T015,4,Noche,8
T015,5,Mañana,8
T015,5,Tarde,0
T015,5,Noche,9
T015,6,Mañana,0
T015,6,Tarde,0
T015,6,Noche,0
T015,7,Mañana,0
T015,7,Tarde,5
T015,7,Noche,2
T015,8,Mañana,2
T015,8,Tarde,8
T015,8,Noche,1
T015,9,Mañana,3
T015,9,Tarde,9
T015,9,Noche,3
T015,10,Mañana,3
T015,10,Tarde,5
T015,10,Noche,0
T015,11,Mañana,0
T015,11,Tarde,0
T015,11,Noche,7
T015,12,Mañana,5
T015,12,Tarde,5
T015,12,Noche,9
T015,13,Mañana,4
T015,13,Tarde,2
T015,13,Noche,0
T015,14,Mañana,8
T015,14,Tarde,4
T015,14,Noche,10
T015,15,Mañana,8
T015,15,Tarde,10
T015,15,Noche,1
T015,16,Mañana,5
T015,16,Tarde,6
T015,16,Noche,2
T015,17,Mañana,5
T015,17,Tarde,0
T015,17,Noche,0
T015,18,Mañana,9
T015,18,Tarde,0
T015,18,Noche,10
T015,19,Mañana,1
T015,19,Tarde,7
T015,19,Noche,1
T015,20,Mañana,3
T015,20,Tarde,0
T015,20,Noche,0
T015,21,Mañana,1
T015,21,Tarde,6
T015,21,Noche,0
T015,22,Mañana,0
T015,22,Tarde,8
T015,22,Noche,5
T015,23,Mañana,7
T015,23,Tarde,9
T015,23,Noche,10
T015,24,Mañana,1
T015,24,Tarde,10
T015,24,Noche,5
T015,25,Mañana,10
T015,25,Tarde,3
T015,25,Noche,10
T016,1,Mañana,1
T016,1,Tarde,2
T016,1,Noche,0
T016,2,Mañana,0
T016,2,Tarde,8
T016,2,Noche,8
T016,3,Mañana,5
T016,3,Tarde,0
T016,3,Noche,0
T016,4,Mañana,9
T016,4,Tarde,2
T016,4,Noche,5
T016,5,Mañana,1
T016,5,Tarde,0
T016,5,Noche,8
T016,6,Mañana,9
T016,6,Tarde,2
T016,6,Noche,2
T016,7,Mañana,0
T016,7,Tarde,0
T016,7,Noche,1
T016,8,Mañana,3
T016,8,Tarde,1
T016,8,Noche,7
T016,9,Mañana,5
T016,9,Tarde,0
T016,9,Noche,4
T016,10,Mañana,0
T016,10,Tarde,9
T016,10,Noche,0
T016,11,Mañana,4
T016,11,Tarde,0
T016,11,Noche,10
T016,12,Mañana,7
T016,12,Tarde,10
T016,12,Noche,5
T016,13,Mañana,0
T016,13,Tarde,3
T016,13,Noche,3
T016,14,Mañana,0
T016,14,Tarde,3
T016,14,Noche,1
T016,15,Mañana,5
T016,15,Tarde,1
T016,15,Noche,4
T016,16,Mañana,1
T016,16,Tarde,3
T016,16,Noche,7
T016,17,Mañana,1
T016,17,Tarde,4
T016,17,Noche,6
T016,18,Mañana,0
T016,18,Tarde,8
T016,18,Noche,0
T016,19,Mañana,9
T016,19,Tarde,6
T016,19,Noche,7
T016,20,Mañana,0
T016,20,Tarde,0
T016,20,Noche,3
T016,21,Mañana,7
T016,21,Tarde,4
T016,21,Noche,8
T016,22,Mañana,6
T016,22,Tarde,4
T016,22,Noche,7
T016,23,Mañana,4
T016,23,Tarde,0
T016,23,Noche,5
T016,24,Mañana,7
T016,24,Tarde,6
T016,24,Noche,2
