trabajador,dia,turno,disposicion
T009,2,Mañana,7
T009,2,Tarde,10
T009,2,Noche,0
T009,3,Mañana,4
T009,3,Tarde,0
T009,3,Noche,6
T009,4,Mañana,0
T009,4,Tarde,0
T009,4,Noche,3
T009,5,Mañana,0
T009,5,Tarde,0
T009,5,Noche,4
T009,6,Mañana,1
T009,6,Tarde,4
T009,6,Noche,5
T009,7,Mañana,6
T009,7,Tarde,3
T009,7,Noche,0
T009,8,Mañana,0
T009,8,Tarde,4
T009,8,Noche,2
T009,9,Mañana,3
T009,9,Tarde,10
T009,9,Noche,5
T010,1,Mañana,2
T010,1,Tarde,1
T010,1,Noche,7
T010,2,Mañana,7
T010,2,Tarde,0
T010,2,Noche,5
T010,3,Mañana,0
T010,3,Tarde,4
T010,3,Noche,4
T010,4,Mañana,10
T010,4,Tarde,7
T010,4,Noche,0
T010,5,Mañana,1
T010,5,Tarde,0
T010,5,Noche,8
T010,6,Mañana,10
T010,6,Tarde,1
T010,6,Noche,0
T010,7,Mañana,9
T010,7,Tarde,2
T010,7,Noche,8
T010,8,Mañana,3
T010,8,Tarde,7
T010,8,Noche,0
T010,9,Mañana,4
T010,9,Tarde,2
T010,9,Noche,6
T011,1,Mañana,9
T011,1,Tarde,10
T011,1,Noche,2
T011,2,Mañana,9
T011,2,Tarde,8
T011,2,Noche,6
T011,3,Mañana,6
T011,3,Tarde,0
T011,3,Noche,1
T011,4,Mañana,0
T011,4,Tarde,1
T011,4,Noche,0
T011,5,Mañana,2
T011,5,Tarde,5
T011,5,Noche,2
T011,6,Mañana,6
T011,6,Tarde,4
T011,6,Noche,0
T011,7,Mañana,0
T011,7,Tarde,3
T011,7,Noche,0
T011,8,Mañana,0
T011,8,Tarde,3
T011,8,Noche,5
T011,9,Mañana,1
T011,9,Tarde,6
T011,9,Noche,1
T012,1,Mañana,0
T012,1,Tarde,2
T012,1,Noche,9
T012,2,Mañana,0
T012,2,Tarde,4
T012,2,Noche,0
T012,3,Mañana,0
T012,3,Tarde,2
T012,3,Noche,0
T012,4,Mañana,3
T012,4,Tarde,0
T012,4,Noche,0
T012,5,Mañana,6
T012,5,Tarde,3
T012,5,Noche,0
T012,6,Mañana,4
T012,6,Tarde,5
T012,6,Noche,8
T012,7,Mañana,1
T012,7,Tarde,6
T012,7,Noche,2
T012,8,Mañana,7
T012,8,Tarde,0
T012,8,Noche,0
T012,9,Mañana,4
T012,9,Tarde,2
T012,9,Noche,0
T013,1,Mañana,9
T013,1,Tarde,0
T013,1,Noche,2
T013,2,Mañana,10
T013,2,Tarde,8
T013,2,Noche,2
T013,3,Mañana,2
T013,3,Tarde,1
T013,3,Noche,2
T013,4,Mañana,4
T013,4,Tarde,0
T013,4,Noche,9
T013,5,Mañana,10
T013,5,Tarde,8
T013,5,Noche,10
T013,6,Mañana,8
T013,6,Tarde,4
T013,6,Noche,3
T013,7,Mañana,0
T013,7,Tarde,10
T013,7,Noche,1
T013,8,Mañana,1
T013,8,Tarde,3
T013,8,Noche,0
T013,9,Mañana,0
T013,9,Tarde,0
T013,9,Noche,8
T014,1,Mañana,9
T014,1,Tarde,7
T014,1,Noche,4
T014,2,Mañana,8
T014,2,Tarde,5
T014,2,Noche,9
T014,3,Mañana,2
T014,3,Tarde,4
T014,3,Noche,4
T014,4,Mañana,3
T014,4,Tarde,10
T014,4,Noche,10
T014,5,Mañana,7
T014,5,Tarde,6
T014,5,Noche,0
T014,6,Mañana,0
T014,6,Tarde,4
T014,6,Noche,1
T014,7,Mañana,3
T014,7,Tarde,1
T014,7,Noche,6
T014,8,Mañana,7
T014,8,Tarde,0
T014,8,Noche,0
T014,9,Mañana,0
T014,9,Tarde,0
T014,9,Noche,2
T015,1,Mañana,8
T015,1,Tarde,2
T015,1,Noche,5
T015,2,Mañana,7
T015,2,Tarde,0
T015,2,Noche,1
T015,3,Mañana,4
T015,3,Tarde,5
T015,3,Noche,8
T015,4,Mañana,3
T015,4,Tarde,2
T015,4,Noche,9
T015,5,Mañana,9
T015,5,Tarde,1
T015,5,Noche,10
T015,6,Mañana,8
T015,6,Tarde,0
T015,6,Noche,0
T015,7,Mañana,0
T015,7,Tarde,4
T015,7,Noche,3
T015,8,Mañana,1
T015,8,Tarde,6
T015,8,Noche,0
T015,9,Mañana,0
T015,9,Tarde,5
T015,9,Noche,10
T016,1,Mañana,0
T016,1,Tarde,0
T016,1,Noche,6
T016,2,Mañana,6
T016,2,Tarde,0
T016,2,Noche,5
T016,3,Mañana,9
T016,3,Tarde,6
T016,3,Noche,7
T016,4,Mañana,8
T016,4,Tarde,7
T016,4,Noche,7
T016,5,Mañana,5
T016,5,Tarde,2
T016,5,Noche,10
T016,6,Mañana,4
T016,6,Tarde,6
T016,6,Noche,6
T016,7,Mañana,4
T016,7,Tarde,7
T016,7,Noche,8
T016,8,Mañana,0
T016,8,Tarde,1
T016,8,Noche,2
T016,9,Mañana,4
T016,9,Tarde,5
T016,9,Noche,2
T017,1,Mañana,8
T017,1,Tarde,6
T017,1,Noche,6
T017,2,Mañana,5
T017,2,Tarde,1
T017,2,Noche,10
T017,3,Mañana,2
T017,3,Tarde,4
T017,3,Noche,9
T017,4,Mañana,10
T017,4,Tarde,9
T017,4,Noche,1
T017,5,Mañana,4
T017,5,Tarde,6
T017,5,Noche,6
T017,6,Mañana,10
T017,6,Tarde,1
T017,6,Noche,8
T017,7,Mañana,5
T017,7,Tarde,9
T017,7,Noche,4
T017,8,Mañana,0
T017,8,Tarde,7
T017,8,Noche,2
T017,9,Mañana,8
T017,9,Tarde,8
T017,9,Noche,9
T018,1,Mañana,1
T018,1,Tarde,8
T018,1,Noche,8
T018,2,Mañana,6
T018,2,Tarde,2
T018,2,Noche,8
T018,3,Mañana,1
T018,3,Tarde,2
T018,3,Noche,0
T018,4,Mañana,10
T018,4,Tarde,5
T018,4,Noche,9
T018,5,Mañana,0
T018,5,Tarde,0
T018,5,Noche,1
T018,6,Mañana,3
T018,6,Tarde,7
T018,6,Noche,0
T018,7,Mañana,10
T018,7,Tarde,1
T018,7,Noche,1
T018,8,Mañana,1
T018,8,Tarde,0
T018,8,Noche,1
T018,9,Mañana,10
T018,9,Tarde,0
T018,9,Noche,2
T019,1,Mañana,1
T019,1,Tarde,10
T019,1,Noche,7
T019,2,Mañana,0
T019,2,Tarde,5
T019,2,Noche,4
T019,3,Mañana,1
T019,3,Tarde,1
T019,3,Noche,1
T019,4,Mañana,2
T019,4,Tarde,4
T019,4,Noche,5
T019,5,Mañana,5
T019,5,Tarde,8
T019,5,Noche,0
T019,6,Mañana,4
T019,6,Tarde,1
T019,6,Noche,9
T019,7,Mañana,8
T019,7,Tarde,0
T019,7,Noche,2
T019,8,Mañana,0
T019,8,Tarde,3
T019,8,Noche,8
T019,9,Mañana,4
T019,9,Tarde,10
T019,9,Noche,9
T020,1,Mañana,9
T020,1,Tarde,0
T020,1,Noche,0
T020,2,Mañana,7
T020,2,Tarde,8
T020,2,Noche,0
T020,3,Mañana,2
T020,3,Tarde,0
T020,3,Noche,3
T020,4,Mañana,6
T020,4,Tarde,0
T020,4,Noche,8
T020,5,Mañana,0
T020,5,Tarde,9
T020,5,Noche,4
T020,6,Mañana,5
T020,6,Tarde,7
T020,6,Noche,0
T020,7,Mañana,7
T020,7,Tarde,3
T020,7,Noche,6
T020,8,Mañana,5
T020,8,Tarde,10
T020,8,Noche,2
T020,9,Mañana,0
T020,9,Tarde,4
T020,9,Noche,0
T021,1,Mañana,8
T021,1,Tarde,2
T021,1,Noche,2
T021,2,Mañana,1
T021,2,Tarde,2
T021,2,Noche,10
T021,3,Mañana,0
T021,3,Tarde,2
T021,3,Noche,5
T021,4,Mañana,7
T021,4,Tarde,7
T021,4,Noche,5
T021,5,Mañana,6
T021,5,Tarde,4
T021,5,Noche,8
T021,6,Mañana,3
T021,6,Tarde,8
T021,6,Noche,5
T021,7,Mañana,10
T021,7,Tarde,7
T021,7,Noche,10
T021,8,Mañana,2
T021,8,Tarde,9
T021,8,Noche,2
T021,9,Mañana,9
T021,9,Tarde,9
T021,9,Noche,6
T022,1,Mañana,7
T022,1,Tarde,5
T022,1,Noche,6
T022,2,Mañana,4
T022,2,Tarde,6
T022,2,Noche,0
T022,3,Mañana,10
T022,3,Tarde,3
T022,3,Noche,9
T022,4,Mañana,0
T022,4,Tarde,1
T022,4,Noche,7
T022,5,Mañana,0
T022,5,Tarde,0
T022,5,Noche,2
T022,6,Mañana,1
T022,6,Tarde,4
T022,6,Noche,8
T022,7,Mañana,8
T022,7,Tarde,0
T022,7,Noche,8
T022,8,Mañana,0
T022,8,Tarde,0
T022,8,Noche,10
T022,9,Mañana,8
T022,9,Tarde,1
T022,9,Noche,10
T023,1,Mañana,8
T023,1,Tarde,9
T023,1,Noche,5
T023,2,Mañana,7
T023,2,Tarde,9
T023,2,Noche,9
T023,3,Mañana,4
T023,3,Tarde,9
T023,3,Noche,9
T023,4,Mañana,1
T023,4,Tarde,6
T023,4,Noche,5
T023,5,Mañana,5
T023,5,Tarde,0
T023,5,Noche,0
T023,6,Mañana,4
T023,6,Tarde,0
T023,6,Noche,7
T023,7,Mañana,9
T023,7,Tarde,8
T023,7,Noche,0
T023,8,Mañana,7
T023,8,Tarde,5
T023,8,Noche,7
T023,9,Mañana,10
T023,9,Tarde,6
T023,9,Noche,8
T024,1,Mañana,7
T024,1,Tarde,4
T024,1,Noche,2
T024,2,Mañana,10
T024,2,Tarde,0
T024,2,Noche,5
T024,3,Mañana,6
T024,3,Tarde,0
T024,3,Noche,0
T024,4,Mañana,6
T024,4,Tarde,5
T024,4,Noche,1
T024,5,Mañana,0
T024,5,Tarde,0
T024,5,Noche,5
T024,6,Mañana,10
T024,6,Tarde,0
T024,6,Noche,6
T024,7,Mañana,10
T024,7,Tarde,7
T024,7,Noche,7
T024,8,Mañana,8
T024,8,Tarde,4
T024,8,Noche,6
T024,9,Mañana,2
T024,9,Tarde,4
T024,9,Noche,7
T025,1,Mañana,5
T025,1,Tarde,1
T025,1,Noche,7
T025,2,Mañana,10
T025,2,Tarde,1
T025,2,Noche,3
T025,3,Mañana,0
T025,3,Tarde,0
T025,3,Noche,5
T025,4,Mañana,0
T025,4,Tarde,0
T025,4,Noche,7
T025,5,Mañana,0
T025,5,Tarde,3
T025,5,Noche,5
T025,6,Mañana,0
T025,6,Tarde,1
T025,6,Noche,0
T025,7,Mañana,1
T025,7,Tarde,0
T025,7,Noche,9
T025,8,Mañana,9
T025,8,Tarde,6
T025,8,Noche,1
T025,9,Mañana,7
T025,9,Tarde,0
T025,9,Noche,5
T026,1,Mañana,2
T026,1,Tarde,5
T026,1,Noche,7
T026,2,Mañana,5
T026,2,Tarde,9
T026,2,Noche,1
T026,3,Mañana,8
T026,3,Tarde,5
T026,3,Noche,0
T026,4,Mañana,3
T026,4,Tarde,0
T026,4,Noche,4
T026,5,Mañana,9
T026,5,Tarde,6
T026,5,Noche,10
T026,6,Mañana,1
T026,6,Tarde,5
T026,6,Noche,7
T026,7,Mañana,7
T026,7,Tarde,0
T026,7,Noche,6
T026,8,Mañana,0
T026,8,Tarde,3
T026,8,Noche,5
T026,9,Mañana,7
T026,9,Tarde,0
T026,9,Noche,0
