trabajador,dia,turno,disposicion
T011,11,Noche,2
T011,12,Mañana,0
T011,12,Tarde,6
T011,12,Noche,5
T012,1,Mañana,7
T012,1,Tarde,8
T012,1,Noche,7
T012,2,Mañana,0
T012,2,Tarde,4
T012,2,Noche,1
T012,3,Mañana,9
T012,3,Tarde,8
T012,3,Noche,4
T012,4,Mañana,1
T012,4,Tarde,5
T012,4,Noche,3
T012,5,Mañana,8
T012,5,Tarde,0
T012,5,Noche,5
T012,6,Mañana,8
T012,6,Tarde,2
T012,6,Noche,4
T012,7,Mañana,9
T012,7,Tarde,10
T012,7,Noche,0
T012,8,Mañana,0
T012,8,Tarde,5
T012,8,Noche,6
T012,9,Mañana,9
T012,9,Tarde,2
T012,9,Noche,3
T012,10,Mañana,3
T012,10,Tarde,5
T012,10,Noche,7
T012,11,Mañana,1
T012,11,Tarde,0
T012,11,Noche,1
T012,12,Mañana,7
T012,12,Tarde,0
T012,12,Noche,3
T013,1,Mañana,0
T013,1,Tarde,3
T013,1,Noche,5
T013,2,Mañana,7
T013,2,Tarde,9
T013,2,Noche,1
T013,3,Mañana,0
T013,3,Tarde,0
T013,3,Noche,5
T013,4,Mañana,1
T013,4,Tarde,9
T013,4,Noche,9
T013,5,Mañana,0
T013,5,Tarde,4
T013,5,Noche,2
T013,6,Mañana,4
T013,6,Tarde,9
T013,6,Noche,9
T013,7,Mañana,1
T013,7,Tarde,10
T013,7,Noche,0
T013,8,Mañana,9
T013,8,Tarde,10
T013,8,Noche,8
T013,9,Mañana,10
T013,9,Tarde,3
T013,9,Noche,9
T013,10,Mañana,9
T013,10,Tarde,0
T013,10,Noche,6
T013,11,Mañana,3
T013,11,Tarde,5
T013,11,Noche,0
T013,12,Mañana,9
T013,12,Tarde,2
T013,12,Noche,0
T014,1,Mañana,6
T014,1,Tarde,7
T014,1,Noche,7
T014,2,Mañana,10
T014,2,Tarde,1
T014,2,Noche,0
T014,3,Mañana,7
T014,3,Tarde,1
T014,3,Noche,1
T014,4,Mañana,0
T014,4,Tarde,0
T014,4,Noche,0
T014,5,Mañana,6
T014,5,Tarde,4
T014,5,Noche,0
T014,6,Mañana,8
T014,6,Tarde,3
T014,6,Noche,10
T014,7,Mañana,6
T014,7,Tarde,6
T014,7,Noche,1
T014,8,Mañana,2
T014,8,Tarde,0
T014,8,Noche,7
T014,9,Mañana,3
T014,9,Tarde,5
T014,9,Noche,9
T014,10,Mañana,4
T014,10,Tarde,0
T014,10,Noche,10
T014,11,Mañana,5
T014,11,Tarde,1
T014,11,Noche,4
T014,12,Mañana,0
T014,12,Tarde,3
T014,12,Noche,0
T015,1,Mañana,10
T015,1,Tarde,3
T015,1,Noche,0
T015,2,Mañana,2
T015,2,Tarde,0
T015,2,Noche,4
T015,3,Mañana,7
T015,3,Tarde,5
T015,3,Noche,6
T015,4,Mañana,0
T015,4,Tarde,7
T015,4,Noche,3
T015,5,Mañana,0
T015,5,Tarde,0
T015,5,Noche,9
T015,6,Mañana,8
T015,6,Tarde,9
T015,6,Noche,6
T015,7,Mañana,1
T015,7,Tarde,2
T015,7,Noche,0
T015,8,Mañana,3
T015,8,Tarde,9
T015,8,Noche,1
T015,9,Mañana,8
T015,9,Tarde,7
T015,9,Noche,4
T015,10,Mañana,0
T015,10,Tarde,2
T015,10,Noche,9
T015,11,Mañana,10
T015,11,Tarde,1
T015,11,Noche,0
T015,12,Mañana,10
T015,12,Tarde,4
T015,12,Noche,0
T016,1,Mañana,7
T016,1,Tarde,0
T016,1,Noche,3
T016,2,Mañana,3
T016,2,Tarde,8
T016,2,Noche,4
T016,3,Mañana,7
T016,3,Tarde,5
T016,3,Noche,0
T016,4,Mañana,4
T016,4,Tarde,5
T016,4,Noche,0
T016,5,Mañana,7
T016,5,Tarde,3
T016,5,Noche,4
T016,6,Mañana,5
T016,6,Tarde,3
T016,6,Noche,0
T016,7,Mañana,10
T016,7,Tarde,1
T016,7,Noche,3
T016,8,Mañana,3
T016,8,Tarde,1
T016,8,Noche,7
T016,9,Mañana,10
T016,9,Tarde,9
T016,9,Noche,1
T016,10,Mañana,6
T016,10,Tarde,8
T016,10,Noche,0
T016,11,Mañana,8
T016,11,Tarde,7
T016,11,Noche,1
T016,12,Mañana,4
T016,12,Tarde,10
T016,12,Noche,10
T017,1,Mañana,0
T017,1,Tarde,10
T017,1,Noche,2
T017,2,Mañana,0
T017,2,Tarde,5
T017,2,Noche,0
T017,3,Mañana,8
T017,3,Tarde,3
T017,3,Noche,2
T017,4,Mañana,6
T017,4,Tarde,5
T017,4,Noche,7
T017,5,Mañana,7
T017,5,Tarde,5
T017,5,Noche,0
T017,6,Mañana,9
T017,6,Tarde,3
T017,6,Noche,7
T017,7,Mañana,2
T017,7,Tarde,7
T017,7,Noche,8
T017,8,Mañana,9
T017,8,Tarde,8
T017,8,Noche,0
T017,9,Mañana,8
T017,9,Tarde,1
T017,9,Noche,9
T017,10,Mañana,2
T017,10,Tarde,0
T017,10,Noche,2
T017,11,Mañana,0
T017,11,Tarde,0
T017,11,Noche,0
T017,12,Mañana,0
T017,12,Tarde,0
T017,12,Noche,3
T018,1,Mañana,1
T018,1,Tarde,1
T018,1,Noche,4
T018,2,Mañana,9
T018,2,Tarde,2
T018,2,Noche,5
T018,3,Mañana,8
T018,3,Tarde,0
T018,3,Noche,3
T018,4,Mañana,1
T018,4,Tarde,2
T018,4,Noche,3
T018,5,Mañana,5
T018,5,Tarde,7
T018,5,Noche,2
T018,6,Mañana,7
T018,6,Tarde,9
T018,6,Noche,9
T018,7,Mañana,0
T018,7,Tarde,7
T018,7,Noche,8
T018,8,Mañana,7
T018,8,Tarde,3
T018,8,Noche,7
T018,9,Mañana,9
T018,9,Tarde,0
T018,9,Noche,5
T018,10,Mañana,2
T018,10,Tarde,0
T018,10,Noche,8
T018,11,Mañana,6
T018,11,Tarde,8
T018,11,Noche,8
T018,12,Mañana,9
T018,12,Tarde,3
T018,12,Noche,10
T019,1,Mañana,4
T019,1,Tarde,10
T019,1,Noche,7
T019,2,Mañana,10
T019,2,Tarde,7
T019,2,Noche,6
T019,3,Mañana,5
T019,3,Tarde,8
T019,3,Noche,5
T019,4,Mañana,7
T019,4,Tarde,1
T019,4,Noche,9
T019,5,Mañana,5
T019,5,Tarde,6
T019,5,Noche,8
T019,6,Mañana,9
T019,6,Tarde,0
T019,6,Noche,3
T019,7,Mañana,0
T019,7,Tarde,3
T019,7,Noche,0
T019,8,Mañana,0
T019,8,Tarde,0
T019,8,Noche,4
T019,9,Mañana,4
T019,9,Tarde,6
T019,9,Noche,0
T019,10,Mañana,0
T019,10,Tarde,6
T019,10,Noche,9
T019,11,Mañana,2
T019,11,Tarde,0
T019,11,Noche,7
T019,12,Mañana,0
T019,12,Tarde,9
T019,12,Noche,9
T020,1,Mañana,1
T020,1,Tarde,8
T020,1,Noche,0
T020,2,Mañana,6
T020,2,Tarde,6
T020,2,Noche,10
T020,3,Mañana,1
T020,3,Tarde,4
T020,3,Noche,5
T020,4,Mañana,9
T020,4,Tarde,7
T020,4,Noche,3
T020,5,Mañana,5
T020,5,Tarde,0
T020,5,Noche,0
T020,6,Mañana,0
T020,6,Tarde,0
T020,6,Noche,0
T020,7,Mañana,0
T020,7,Tarde,5
T020,7,Noche,7
T020,8,Mañana,7
T020,8,Tarde,6
T020,8,Noche,3
T020,9,Mañana,9
T020,9,Tarde,0
T020,9,Noche,8
T020,10,Mañana,5
T020,10,Tarde,9
T020,10,Noche,0
T020,11,Mañana,0
T020,11,Tarde,8
T020,11,Noche,2
T020,12,Mañana,2
T020,12,Tarde,0
T020,12,Noche,5
T021,1,Mañana,0
T021,1,Tarde,9
T021,1,Noche,0
T021,2,Mañana,10
T021,2,Tarde,2
T021,2,Noche,2
T021,3,Mañana,6
T021,3,Tarde,4
T021,3,Noche,10
T021,4,Mañana,0
T021,4,Tarde,2
T021,4,Noche,0
T021,5,Mañana,0
T021,5,Tarde,6
T021,5,Noche,8
T021,6,Mañana,0
T021,6,Tarde,1
T021,6,Noche,1
T021,7,Mañana,2
T021,7,Tarde,7
T021,7,Noche,3
T021,8,Mañana,0
T021,8,Tarde,7
T021,8,Noche,0
T021,9,Mañana,9
T021,9,Tarde,2
T021,9,Noche,10
T021,10,Mañana,3
T021,10,Tarde,2
T021,10,Noche,9
T021,11,Mañana,2
T021,11,Tarde,5
T021,11,Noche,0
T021,12,Mañana,4
T021,12,Tarde,5
T021,12,Noche,4
T022,1,Mañana,2
T022,1,Tarde,2
T022,1,Noche,3
T022,2,Mañana,0
T022,2,Tarde,5
T022,2,Noche,9
T022,3,Mañana,9
T022,3,Tarde,2
T022,3,Noche,10
T022,4,Mañana,1
T022,4,Tarde,6
T022,4,Noche,1
T022,5,Mañana,10
T022,5,Tarde,5
T022,5,Noche,10
T022,6,Mañana,10
T022,6,Tarde,2
T022,6,Noche,6
T022,7,Mañana,4
T022,7,Tarde,0
T022,7,Noche,8
T022,8,Mañana,10
T022,8,Tarde,1
T022,8,Noche,2
T022,9,Mañana,9
T022,9,Tarde,5
T022,9,Noche,0
T022,10,Mañana,0
T022,10,Tarde,2
T022,10,Noche,2
T022,11,Mañana,2
T022,11,Tarde,0
T022,11,Noche,0
T022,12,Mañana,10
T022,12,Tarde,7
T022,12,Noche,7
T023,1,Mañana,8
T023,1,Tarde,9
T023,1,Noche,0
T023,2,Mañana,4
T023,2,Tarde,2
T023,2,Noche,0
T023,3,Mañana,10
T023,3,Tarde,1
T023,3,Noche,7
T023,4,Mañana,7
T023,4,Tarde,5
T023,4,Noche,0
T023,5,Mañana,7
T023,5,Tarde,8
T023,5,Noche,8
T023,6,Mañana,6
T023,6,Tarde,9
T023,6,Noche,0
T023,7,Mañana,5
T023,7,Tarde,3
T023,7,Noche,8
T023,8,Mañana,9
T023,8,Tarde,2
T023,8,Noche,10
T023,9,Mañana,7
T023,9,Tarde,6
T023,9,Noche,7
T023,10,Mañana,10
T023,10,Tarde,4
T023,10,Noche,4
T023,11,Mañana,10
T023,11,Tarde,0
T023,11,Noche,9
T023,12,Mañana,9
T023,12,Tarde,5
T023,12,Noche,7
T024,1,Mañana,4
T024,1,Tarde,1
T024,1,Noche,3
T024,2,Mañana,6
T024,2,Tarde,5
T024,2,Noche,9
T024,3,Mañana,10
T024,3,Tarde,1
T024,3,Noche,7
T024,4,Mañana,5
T024,4,Tarde,6
T024,4,Noche,0
T024,5,Mañana,4
T024,5,Tarde,0
T024,5,Noche,5
T024,6,Mañana,1
T024,6,Tarde,6
T024,6,Noche,0
T024,7,Mañana,8
T024,7,Tarde,7
T024,7,Noche,8
T024,8,Mañana,3
T024,8,Tarde,6
T024,8,Noche,8
T024,9,Mañana,8
T024,9,Tarde,8
T024,9,Noche,4
T024,10,Mañana,6
T024,10,Tarde,1
T024,10,Noche,5
T024,11,Mañana,7
T024,11,Tarde,4
T024,11,Noche,7
T024,12,Mañana,8
T024,12,Tarde,5
T024,12,Noche,10
T025,1,Mañana,0
T025,1,Tarde,4
T025,1,Noche,0
T025,2,Mañana,1
T025,2,Tarde,0
T025,2,Noche,6
T025,3,Mañana,6
T025,3,Tarde,9
T025,3,Noche,0
T025,4,Mañana,0
T025,4,Tarde,10
T025,4,Noche,0
T025,5,Mañana,8
T025,5,Tarde,2
T025,5,Noche,0
T025,6,Mañana,0
T025,6,Tarde,8
T025,6,Noche,9
T025,7,Mañana,0
T025,7,Tarde,0
T025,7,Noche,5
T025,8,Mañana,10
T025,8,Tarde,10
T025,8,Noche,9
T025,9,Mañana,7
T025,9,Tarde,10
T025,9,Noche,6
T025,10,Mañana,7
T025,10,Tarde,0
T025,10,Noche,3
T025,11,Mañana,5
T025,11,Tarde,4
T025,11,Noche,5
T025,12,Mañana,0
T025,12,Tarde,7
T025,12,Noche,0
T026,1,Mañana,10
T026,1,Tarde,2
T026,1,Noche,0
T026,2,Mañana,8
T026,2,Tarde,0
T026,2,Noche,6
T026,3,Mañana,2
T026,3,Tarde,0
T026,3,Noche,10
T026,4,Mañana,4
T026,4,Tarde,5
T026,4,Noche,0
T026,5,Mañana,0
T026,5,Tarde,1
T026,5,Noche,3
T026,6,Mañana,0
T026,6,Tarde,2
T026,6,Noche,1
T026,7,Mañana,0
T026,7,Tarde,0
T026,7,Noche,6
T026,8,Mañana,9
T026,8,Tarde,7
T026,8,Noche,7
T026,9,Mañana,2
T026,9,Tarde,0
T026,9,Noche,1
T026,10,Mañana,3
T026,10,Tarde,0
T026,10,Noche,0
T026,11,Mañana,2
T026,11,Tarde,1
T026,11,Noche,8
T026,12,Mañana,4
T026,12,Tarde,9
T026,12,Noche,6
T027,1,Mañana,5
T027,1,Tarde,10
T027,1,Noche,10
T027,2,Mañana,3
T027,2,Tarde,0
T027,2,Noche,5
T027,3,Mañana,8
T027,3,Tarde,0
T027,3,Noche,3
T027,4,Mañana,0
T027,4,Tarde,5
T027,4,Noche,0
T027,5,Mañana,4
T027,5,Tarde,2
T027,5,Noche,1
T027,6,Mañana,0
T027,6,Tarde,6
T027,6,Noche,0
T027,7,Mañana,3
T027,7,Tarde,5
T027,7,Noche,0
T027,8,Mañana,0
T027,8,Tarde,6
T027,8,Noche,0
T027,9,Mañana,7
T027,9,Tarde,5
T027,9,Noche,10
T027,10,Mañana,0
T027,10,Tarde,3
T027,10,Noche,0
T027,11,Mañana,3
T027,11,Tarde,5
T027,11,Noche,3
T027,12,Mañana,0
T027,12,Tarde,8
T027,12,Noche,2
T028,1,Mañana,7
T028,1,Tarde,5
T028,1,Noche,6
T028,2,Mañana,10
T028,2,Tarde,6
T028,2,Noche,1
T028,3,Mañana,10
T028,3,Tarde,1
T028,3,Noche,5
T028,4,Mañana,6
T028,4,Tarde,8
T028,4,Noche,10
T028,5,Mañana,8
T028,5,Tarde,0
T028,5,Noche,3
T028,6,Mañana,3
T028,6,Tarde,0
T028,6,Noche,4
T028,7,Mañana,6
T028,7,Tarde,7
T028,7,Noche,7
T028,8,Mañana,5
T028,8,Tarde,10
T028,8,Noche,2
T028,9,Mañana,10
T028,9,Tarde,6
T028,9,Noche,1
T028,10,Mañana,4
T028,10,Tarde,0
T028,10,Noche,1
T028,11,Mañana,3
T028,11,Tarde,6
T028,11,Noche,10
T028,12,Mañana,8
T028,12,Tarde,7
T028,12,Noche,0
T029,1,Mañana,10
T029,1,Tarde,2
T029,1,Noche,1
T029,2,Mañana,6
T029,2,Tarde,8
T029,2,Noche,0
T029,3,Mañana,0
T029,3,Tarde,1
T029,3,Noche,9
T029,4,Mañana,5
T029,4,Tarde,1
T029,4,Noche,2
T029,5,Mañana,4
T029,5,Tarde,6
T029,5,Noche,7
T029,6,Mañana,2
T029,6,Tarde,5
T029,6,Noche,7
T029,7,Mañana,5
T029,7,Tarde,0
T029,7,Noche,9
T029,8,Mañana,10
T029,8,Tarde,4
T029,8,Noche,0
T029,9,Mañana,10
T029,9,Tarde,1
T029,9,Noche,2
T029,10,Mañana,9
T029,10,Tarde,8
T029,10,Noche,7
T029,11,Mañana,3
T029,11,Tarde,7
T029,11,Noche,9
T029,12,Mañana,4
T029,12,Tarde,3
T029,12,Noche,4
T030,1,Mañana,3
T030,1,Tarde,0
T030,1,Noche,2
T030,2,Mañana,1
T030,2,Tarde,4
T030,2,Noche,10
T030,3,Mañana,7
T030,3,Tarde,0
T030,3,Noche,1
T030,4,Mañana,0
T030,4,Tarde,8
T030,4,Noche,9
T030,5,Mañana,9
T030,5,Tarde,5
T030,5,Noche,3
T030,6,Mañana,0
T030,6,Tarde,10
T030,6,Noche,0
T030,7,Mañana,1
T030,7,Tarde,0
T030,7,Noche,0
T030,8,Mañana,10
T030,8,Tarde,0
T030,8,Noche,5
T030,9,Mañana,8
T030,9,Tarde,0
T030,9,Noche,9
T030,10,Mañana,4
T030,10,Tarde,1
T030,10,Noche,8
T030,11,Mañana,5
T030,11,Tarde,0
T030,11,Noche,4
T030,12,Mañana,0
T030,12,Tarde,6
T030,12,Noche,6
T031,1,Mañana,5
T031,1,Tarde,1
T031,1,Noche,6
T031,2,Mañana,3
T031,2,Tarde,6
T031,2,Noche,5
T031,3,Mañana,1
T031,3,Tarde,8
T031,3,Noche,10
T031,4,Mañana,5
T031,4,Tarde,10
T031,4,Noche,10
T031,5,Mañana,3
T031,5,Tarde,8
T031,5,Noche,8
T031,6,Mañana,2
T031,6,Tarde,8
T031,6,Noche,1
T031,7,Mañana,1
T031,7,Tarde,9
T031,7,Noche,0
T031,8,Mañana,8
T031,8,Tarde,4
T031,8,Noche,3
T031,9,Mañana,10
T031,9,Tarde,10
T031,9,Noche,4
T031,10,Mañana,0
T031,10,Tarde,0
T031,10,Noche,1
T031,11,Mañana,10
T031,11,Tarde,5
T031,11,Noche,0
T031,12,Mañana,5
T031,12,Tarde,0
T031,12,Noche,9
T032,1,Mañana,6
T032,1,Tarde,1
T032,1,Noche,10
T032,2,Mañana,8
T032,2,Tarde,8
T032,2,Noche,7
T032,3,Mañana,5
T032,3,Tarde,6
T032,3,Noche,2
T032,4,Mañana,9
T032,4,Tarde,0
T032,4,Noche,7
T032,5,Mañana,1
T032,5,Tarde,5
T032,5,Noche,0
T032,6,Mañana,5
T032,6,Tarde,5
T032,6,Noche,3
T032,7,Mañana,4
T032,7,Tarde,3
T032,7,Noche,0
T032,8,Mañana,2
T032,8,Tarde,2
T032,8,Noche,0
T032,9,Mañana,0
T032,9,Tarde,0
T032,9,Noche,6
T032,10,Mañana,6
T032,10,Tarde,8
T032,10,Noche,0
T032,11,Mañana,1
T032,11,Tarde,5
T032,11,Noche,4
T032,12,Mañana,0
T032,12,Tarde,0
T032,12,Noche,0
T033,1,Mañana,9
T033,1,Tarde,4
T033,1,Noche,0
T033,2,Mañana,4
T033,2,Tarde,10
T033,2,Noche,10
T033,3,Mañana,1
T033,3,Tarde,3
T033,3,Noche,1
T033,4,Mañana,6
T033,4,Tarde,9
T033,4,Noche,0
T033,5,Mañana,2
T033,5,Tarde,0
T033,5,Noche,3
T033,6,Mañana,8
T033,6,Tarde,3
T033,6,Noche,10
T033,7,Mañana,0
T033,7,Tarde,0
T033,7,Noche,3
T033,8,Mañana,6
T033,8,Tarde,10
T033,8,Noche,8
T033,9,Mañana,10
T033,9,Tarde,0
T033,9,Noche,2
T033,10,Mañana,0
T033,10,Tarde,8
T033,10,Noche,8
T033,11,Mañana,7
T033,11,Tarde,0
T033,11,Noche,9
T033,12,Mañana,0
T033,12,Tarde,1
T033,12,Noche,0
T034,1,Mañana,0
T034,1,Tarde,0
T034,1,Noche,10
T034,2,Mañana,6
T034,2,Tarde,6
T034,2,Noche,5
T034,3,Mañana,7
T034,3,Tarde,6
T034,3,Noche,4
